,GPS_time,SatPRN,Pseudo_range,CN0,SatX,SatY,SatZ
4919,1.3970625274260431e+18,28,-456.7155456542969,27.1,0.0,0.0,0.0
4920,1.3970625274260431e+18,32,304.1401672363281,30.9,0.0,0.0,0.0
4939,1.3970625284260431e+18,02,-464.6971435546875,40.5,0.0,0.0,0.0
4940,1.3970625284260431e+18,03,-457.1712646484375,42.1,0.0,0.0,0.0
4941,1.3970625284260431e+18,08,234.52915954589844,37.6,0.0,0.0,0.0
4942,1.3970625284260431e+18,10,397.9326477050781,30.8,0.0,0.0,0.0
4943,1.3970625284260431e+18,21,-299.9963073730469,50.4,0.0,0.0,0.0
4944,1.3970625284260431e+18,27,590.9080810546875,38.8,0.0,0.0,0.0
4945,1.3970625284260431e+18,28,-460.39654541015625,34.3,0.0,0.0,0.0
4946,1.3970625284260431e+18,31,-564.2398071289062,31.1,0.0,0.0,0.0
4947,1.3970625284260431e+18,32,300.7157287597656,45.5,0.0,0.0,0.0
4972,1.3970625284260431e+18,03,-456.818115234375,39.0,0.0,0.0,0.0
4973,1.3970625284260431e+18,08,232.8321075439453,38.6,0.0,0.0,0.0
4974,1.3970625284260431e+18,27,590.8147583007812,32.7,0.0,0.0,0.0
4975,1.3970625284260431e+18,28,-457.6957702636719,31.0,0.0,0.0,0.0
4976,1.3970625284260431e+18,32,302.876220703125,32.4,0.0,0.0,0.0
4992,1.3970625294260431e+18,02,-456.647705078125,44.8,0.0,0.0,0.0
4993,1.3970625294260431e+18,03,-451.7762145996094,36.4,0.0,0.0,0.0
4994,1.3970625294260431e+18,08,240.2362518310547,44.2,0.0,0.0,0.0
4995,1.3970625294260431e+18,10,405.5919494628906,40.5,0.0,0.0,0.0
4996,1.3970625294260431e+18,21,-294.314697265625,45.2,0.0,0.0,0.0
4997,1.3970625294260431e+18,27,596.2662353515625,35.4,0.0,0.0,0.0
4998,1.3970625294260431e+18,28,-453.5840148925781,38.7,0.0,0.0,0.0
4999,1.3970625294260431e+18,31,-557.788818359375,29.3,0.0,0.0,0.0
5000,1.3970625294260431e+18,32,307.81903076171875,44.6,0.0,0.0,0.0
5027,1.3970625294260431e+18,03,-451.2636413574219,34.2,0.0,0.0,0.0
5028,1.3970625294260431e+18,08,240.45574951171875,36.6,0.0,0.0,0.0
5029,1.3970625294260431e+18,10,406.0047607421875,25.2,0.0,0.0,0.0
5030,1.3970625294260431e+18,27,597.9794921875,31.2,0.0,0.0,0.0
5031,1.3970625294260431e+18,28,-451.7973937988281,33.1,0.0,0.0,0.0
5032,1.3970625294260431e+18,32,308.775146484375,31.4,0.0,0.0,0.0
5048,1.3970625304260431e+18,02,-457.7212219238281,39.7,0.0,0.0,0.0
5049,1.3970625304260431e+18,08,238.2391662597656,48.3,0.0,0.0,0.0
5050,1.3970625304260431e+18,10,401.671875,40.8,0.0,0.0,0.0
5051,1.3970625304260431e+18,21,-296.0443725585937,48.0,0.0,0.0,0.0
5052,1.3970625304260431e+18,27,595.6572265625,33.3,0.0,0.0,0.0
5053,1.3970625304260431e+18,28,-454.7071838378906,39.3,0.0,0.0,0.0
5054,1.3970625304260431e+18,31,-562.0228271484375,27.9,0.0,0.0,0.0
5055,1.3970625304260431e+18,32,304.2795715332031,52.4,0.0,0.0,0.0
5083,1.3970625304260431e+18,08,238.32839965820312,39.3,0.0,0.0,0.0
5084,1.3970625304260431e+18,10,402.5900573730469,33.7,0.0,0.0,0.0
5085,1.3970625304260431e+18,27,596.455322265625,35.3,0.0,0.0,0.0
5086,1.3970625304260431e+18,28,-454.0271301269531,31.9,0.0,0.0,0.0
5087,1.3970625304260431e+18,32,305.455322265625,39.6,0.0,0.0,0.0
5104,1.3970625314260431e+18,02,-461.7532653808594,44.0,0.0,0.0,0.0
5105,1.3970625314260431e+18,08,236.6679229736328,47.6,0.0,0.0,0.0
5106,1.3970625314260431e+18,10,398.121337890625,41.0,0.0,0.0,0.0
5107,1.3970625314260431e+18,21,-299.03302001953125,46.8,0.0,0.0,0.0
5108,1.3970625314260431e+18,27,595.2033081054688,37.7,0.0,0.0,0.0
5109,1.3970625314260431e+18,32,301.5233764648437,51.7,0.0,0.0,0.0
5136,1.3970625314260431e+18,08,236.68557739257807,39.1,0.0,0.0,0.0
5137,1.3970625314260431e+18,10,399.0479736328125,28.4,0.0,0.0,0.0
5138,1.3970625314260431e+18,27,595.059326171875,32.4,0.0,0.0,0.0
5139,1.3970625314260431e+18,28,-456.6986999511719,31.5,0.0,0.0,0.0
5140,1.3970625314260431e+18,32,301.7119140625,39.5,0.0,0.0,0.0
5159,1.3970625324260431e+18,02,-461.6865539550781,41.7,0.0,0.0,0.0
5160,1.3970625324260431e+18,03,-453.50787353515625,29.9,0.0,0.0,0.0
5161,1.3970625324260431e+18,08,238.0445556640625,45.0,0.0,0.0,0.0
5162,1.3970625324260431e+18,10,396.881591796875,41.2,0.0,0.0,0.0
5163,1.3970625324260431e+18,21,-299.41424560546875,45.8,0.0,0.0,0.0
5164,1.3970625324260431e+18,27,595.9660034179688,36.0,0.0,0.0,0.0
5165,1.3970625324260431e+18,28,-457.1805419921875,34.6,0.0,0.0,0.0
5166,1.3970625324260431e+18,31,-563.7260131835938,28.0,0.0,0.0,0.0
5167,1.3970625324260431e+18,32,300.76043701171875,45.6,0.0,0.0,0.0
5193,1.3970625324260431e+18,08,238.01351928710935,35.0,0.0,0.0,0.0
5194,1.3970625324260431e+18,10,396.5888977050781,30.9,0.0,0.0,0.0
5195,1.3970625324260431e+18,27,596.5142211914062,30.2,0.0,0.0,0.0
5196,1.3970625324260431e+18,28,-455.7344665527344,28.9,0.0,0.0,0.0
5197,1.3970625324260431e+18,32,300.7845153808594,36.4,0.0,0.0,0.0
5216,1.3970625334260431e+18,02,-462.6921691894531,41.0,0.0,0.0,0.0
5217,1.3970625334260431e+18,03,-452.5373840332031,31.3,0.0,0.0,0.0
5218,1.3970625334260431e+18,08,237.8938446044922,42.2,0.0,0.0,0.0
5219,1.3970625334260431e+18,10,394.2315673828125,47.5,0.0,0.0,0.0
5220,1.3970625334260431e+18,21,-300.4298400878906,50.5,0.0,0.0,0.0
5221,1.3970625334260431e+18,27,596.6201782226562,39.2,0.0,0.0,0.0
5222,1.3970625334260431e+18,28,-463.8883972167969,33.2,0.0,0.0,0.0
5223,1.3970625334260431e+18,32,299.0206298828125,46.6,0.0,0.0,0.0
5251,1.3970625334260431e+18,08,238.1131134033203,32.3,0.0,0.0,0.0
5252,1.3970625334260431e+18,10,394.41009521484375,34.0,0.0,0.0,0.0
5253,1.3970625334260431e+18,27,596.6091918945312,30.5,0.0,0.0,0.0
5254,1.3970625334260431e+18,32,299.3226928710937,31.2,0.0,0.0,0.0
5272,1.3970625344260431e+18,02,-462.27685546875,41.2,0.0,0.0,0.0
5273,1.3970625344260431e+18,03,-449.9303894042969,33.0,0.0,0.0,0.0
5274,1.3970625344260431e+18,08,239.7185211181641,46.3,0.0,0.0,0.0
5275,1.3970625344260431e+18,10,394.4230651855469,47.0,0.0,0.0,0.0
5276,1.3970625344260431e+18,21,-299.7406005859375,46.0,0.0,0.0,0.0
5277,1.3970625344260431e+18,27,598.6502685546875,39.8,0.0,0.0,0.0
5278,1.3970625344260431e+18,28,-456.2949523925781,37.2,0.0,0.0,0.0
5279,1.3970625344260431e+18,32,299.6373596191406,48.1,0.0,0.0,0.0
5301,1.3970625344260431e+18,03,-450.6633911132813,21.9,0.0,0.0,0.0
5302,1.3970625344260431e+18,08,239.78228759765625,37.1,0.0,0.0,0.0
5303,1.3970625344260431e+18,10,394.7540893554688,28.6,0.0,0.0,0.0
5304,1.3970625344260431e+18,27,598.7767944335938,29.4,0.0,0.0,0.0
5305,1.3970625344260431e+18,28,-456.5244140625,25.7,0.0,0.0,0.0
5306,1.3970625344260431e+18,32,299.8633728027344,32.1,0.0,0.0,0.0
5322,1.3970625354260431e+18,02,-464.6939392089844,37.6,0.0,0.0,0.0
5323,1.3970625354260431e+18,08,238.3236846923828,42.9,0.0,0.0,0.0
5324,1.3970625354260431e+18,10,391.8940734863281,48.1,0.0,0.0,0.0
5325,1.3970625354260431e+18,21,-301.8641662597656,43.1,0.0,0.0,0.0
5326,1.3970625354260431e+18,27,597.3024291992188,37.1,0.0,0.0,0.0
5327,1.3970625354260431e+18,28,-457.1710205078125,34.4,0.0,0.0,0.0
5328,1.3970625354260431e+18,32,297.399658203125,49.2,0.0,0.0,0.0
5355,1.3970625354260431e+18,08,238.40318298339844,34.8,0.0,0.0,0.0
5356,1.3970625354260431e+18,10,391.881591796875,33.5,0.0,0.0,0.0
5357,1.3970625354260431e+18,27,597.42919921875,30.1,0.0,0.0,0.0
5358,1.3970625354260431e+18,32,297.3983764648437,29.8,0.0,0.0,0.0
5375,1.3970625364260431e+18,02,-464.0025024414063,40.2,0.0,0.0,0.0
5376,1.3970625364260431e+18,08,238.21148681640625,40.5,0.0,0.0,0.0
5377,1.3970625364260431e+18,10,392.07720947265625,47.8,0.0,0.0,0.0
5378,1.3970625364260431e+18,21,-301.3404541015625,44.5,0.0,0.0,0.0
5379,1.3970625364260431e+18,27,596.9793090820312,37.6,0.0,0.0,0.0
5380,1.3970625364260431e+18,32,297.5782775878906,49.9,0.0,0.0,0.0
5407,1.3970625364260431e+18,08,238.3721618652344,33.9,0.0,0.0,0.0
5408,1.3970625364260431e+18,10,392.1206359863281,36.7,0.0,0.0,0.0
5409,1.3970625364260431e+18,27,597.0135498046875,29.8,0.0,0.0,0.0
5410,1.3970625364260431e+18,28,-457.7093811035156,23.8,0.0,0.0,0.0
5427,1.3970625374260431e+18,02,-464.7715148925781,39.8,0.0,0.0,0.0
5428,1.3970625374260431e+18,08,237.26681518554688,41.2,0.0,0.0,0.0
5429,1.3970625374260431e+18,10,391.4388732910156,47.9,0.0,0.0,0.0
5430,1.3970625374260431e+18,21,-301.9864501953125,46.0,0.0,0.0,0.0
5431,1.3970625374260431e+18,27,595.6011352539062,36.1,0.0,0.0,0.0
5432,1.3970625374260431e+18,28,-459.4959716796875,39.2,0.0,0.0,0.0
5433,1.3970625374260431e+18,32,296.8973693847656,50.1,0.0,0.0,0.0
5458,1.3970625374260431e+18,08,237.4628448486328,33.0,0.0,0.0,0.0
5459,1.3970625374260431e+18,10,391.5418395996094,39.7,0.0,0.0,0.0
5460,1.3970625374260431e+18,27,596.2721557617188,26.5,0.0,0.0,0.0
5461,1.3970625374260431e+18,28,-459.1471557617188,33.1,0.0,0.0,0.0
5462,1.3970625374260431e+18,32,297.0912475585937,27.7,0.0,0.0,0.0
5479,1.3970625384260431e+18,02,-464.605712890625,42.6,0.0,0.0,0.0
5480,1.3970625384260431e+18,08,236.34640502929688,42.0,0.0,0.0,0.0
5481,1.3970625384260431e+18,10,391.5583190917969,49.1,0.0,0.0,0.0
5482,1.3970625384260431e+18,21,-302.2151184082031,45.5,0.0,0.0,0.0
5483,1.3970625384260431e+18,27,594.22412109375,36.6,0.0,0.0,0.0
5484,1.3970625384260431e+18,28,-460.4801635742188,40.1,0.0,0.0,0.0
5485,1.3970625384260431e+18,32,296.8548583984375,51.0,0.0,0.0,0.0
5513,1.3970625384260431e+18,08,236.2665252685547,31.9,0.0,0.0,0.0
5514,1.3970625384260431e+18,10,391.48187255859375,38.6,0.0,0.0,0.0
5515,1.3970625384260431e+18,27,594.399169921875,25.9,0.0,0.0,0.0
5516,1.3970625384260431e+18,28,-460.8437805175781,33.0,0.0,0.0,0.0
5517,1.3970625384260431e+18,32,296.0877380371094,29.7,0.0,0.0,0.0
5533,1.3970625394260431e+18,02,-463.7575073242188,44.4,0.0,0.0,0.0
5534,1.3970625394260431e+18,08,236.69456481933597,41.1,0.0,0.0,0.0
5535,1.3970625394260431e+18,10,392.4803161621094,49.5,0.0,0.0,0.0
5536,1.3970625394260431e+18,21,-301.40411376953125,45.5,0.0,0.0,0.0
5537,1.3970625394260431e+18,27,594.48779296875,35.8,0.0,0.0,0.0
5538,1.3970625394260431e+18,32,297.71893310546875,50.2,0.0,0.0,0.0
5563,1.3970625394260431e+18,08,236.78533935546875,34.3,0.0,0.0,0.0
5564,1.3970625394260431e+18,10,392.4822387695313,39.5,0.0,0.0,0.0
5565,1.3970625394260431e+18,27,594.33544921875,28.7,0.0,0.0,0.0
5566,1.3970625394260431e+18,32,297.6136779785156,29.9,0.0,0.0,0.0
5584,1.3970625404260431e+18,02,-463.5135803222656,40.6,0.0,0.0,0.0
5585,1.3970625404260431e+18,08,237.43313598632807,40.2,0.0,0.0,0.0
5586,1.3970625404260431e+18,10,392.45501708984375,50.0,0.0,0.0,0.0
5587,1.3970625404260431e+18,21,-301.0689697265625,47.8,0.0,0.0,0.0
5588,1.3970625404260431e+18,27,594.9444580078125,36.8,0.0,0.0,0.0
5589,1.3970625404260431e+18,28,-460.1015625,37.3,0.0,0.0,0.0
5590,1.3970625404260431e+18,32,297.9268493652344,51.4,0.0,0.0,0.0
5616,1.3970625404260431e+18,03,-452.3707580566406,24.8,0.0,0.0,0.0
5617,1.3970625404260431e+18,08,237.40640258789065,34.4,0.0,0.0,0.0
5618,1.3970625404260431e+18,10,392.4494018554688,41.2,0.0,0.0,0.0
5619,1.3970625404260431e+18,28,-459.7225341796875,29.7,0.0,0.0,0.0
5620,1.3970625404260431e+18,32,297.8455505371094,29.0,0.0,0.0,0.0
5638,1.3970625414260431e+18,02,-464.5068359375,37.9,0.0,0.0,0.0
5639,1.3970625414260431e+18,03,-452.8704223632813,31.0,0.0,0.0,0.0
5640,1.3970625414260431e+18,08,237.75491333007807,37.5,0.0,0.0,0.0
5641,1.3970625414260431e+18,10,391.4859619140625,50.0,0.0,0.0,0.0
5642,1.3970625414260431e+18,21,-301.7384948730469,44.5,0.0,0.0,0.0
5643,1.3970625414260431e+18,27,595.06640625,36.9,0.0,0.0,0.0
5644,1.3970625414260431e+18,28,-460.4519958496094,39.1,0.0,0.0,0.0
5645,1.3970625414260431e+18,32,297.2257080078125,51.7,0.0,0.0,0.0
5671,1.3970625414260431e+18,08,237.36203002929688,34.0,0.0,0.0,0.0
5672,1.3970625414260431e+18,10,391.5567626953125,42.4,0.0,0.0,0.0
5673,1.3970625414260431e+18,27,595.354736328125,25.2,0.0,0.0,0.0
5674,1.3970625414260431e+18,28,-460.3267517089844,35.1,0.0,0.0,0.0
5675,1.3970625414260431e+18,32,297.1294860839844,27.0,0.0,0.0,0.0
5693,1.3970625424260431e+18,02,-464.784423828125,40.4,0.0,0.0,0.0
5694,1.3970625424260431e+18,08,235.98394775390625,35.8,0.0,0.0,0.0
5695,1.3970625424260431e+18,10,390.5404052734375,48.2,0.0,0.0,0.0
5696,1.3970625424260431e+18,21,-302.6025085449219,45.3,0.0,0.0,0.0
5697,1.3970625424260431e+18,27,593.1484375,36.3,0.0,0.0,0.0
5698,1.3970625424260431e+18,32,296.1965026855469,51.5,0.0,0.0,0.0
5728,1.3970625424260431e+18,08,236.00241088867188,30.1,0.0,0.0,0.0
5729,1.3970625424260431e+18,10,390.5412902832031,41.7,0.0,0.0,0.0
5730,1.3970625424260431e+18,28,-461.5445556640625,26.1,0.0,0.0,0.0
5747,1.3970625434260431e+18,02,-463.96337890625,40.6,0.0,0.0,0.0
5748,1.3970625434260431e+18,08,235.5525360107422,35.7,0.0,0.0,0.0
5749,1.3970625434260431e+18,10,391.4915161132813,47.0,0.0,0.0,0.0
5750,1.3970625434260431e+18,21,-301.5983581542969,46.0,0.0,0.0,0.0
5751,1.3970625434260431e+18,27,591.8541259765625,38.4,0.0,0.0,0.0
5752,1.3970625434260431e+18,32,296.9125671386719,52.8,0.0,0.0,0.0
5779,1.3970625434260431e+18,08,235.56304931640625,28.4,0.0,0.0,0.0
5780,1.3970625434260431e+18,10,391.4168090820313,41.7,0.0,0.0,0.0
5781,1.3970625434260431e+18,27,592.2586059570312,25.8,0.0,0.0,0.0
5782,1.3970625434260431e+18,32,296.83642578125,30.5,0.0,0.0,0.0
5799,1.3970625444260431e+18,02,-461.2330017089844,44.7,0.0,0.0,0.0
5800,1.3970625444260431e+18,03,-456.4859924316406,31.5,0.0,0.0,0.0
5801,1.3970625444260431e+18,08,236.8595428466797,43.2,0.0,0.0,0.0
5802,1.3970625444260431e+18,10,393.1976318359375,51.4,0.0,0.0,0.0
5803,1.3970625444260431e+18,21,-299.32080078125,45.4,0.0,0.0,0.0
5804,1.3970625444260431e+18,27,592.5297241210938,40.6,0.0,0.0,0.0
5805,1.3970625444260431e+18,32,298.47296142578125,49.9,0.0,0.0,0.0
5833,1.3970625444260431e+18,08,236.8753967285156,32.4,0.0,0.0,0.0
5834,1.3970625444260431e+18,10,393.1979370117188,42.3,0.0,0.0,0.0
5835,1.3970625444260431e+18,27,592.3677368164062,34.3,0.0,0.0,0.0
5836,1.3970625444260431e+18,28,-462.9078674316406,30.0,0.0,0.0,0.0
5837,1.3970625444260431e+18,32,298.5086975097656,32.6,0.0,0.0,0.0
5855,1.3970625454260431e+18,02,-459.8505554199219,42.0,0.0,0.0,0.0
5856,1.3970625454260431e+18,03,-457.0568542480469,29.8,0.0,0.0,0.0
5857,1.3970625454260431e+18,08,236.7886657714844,38.9,0.0,0.0,0.0
5858,1.3970625454260431e+18,10,393.5625305175781,45.4,0.0,0.0,0.0
5859,1.3970625454260431e+18,21,-298.1069641113281,46.6,0.0,0.0,0.0
5860,1.3970625454260431e+18,27,591.104248046875,40.6,0.0,0.0,0.0
5861,1.3970625454260431e+18,32,298.7580261230469,48.3,0.0,0.0,0.0
5888,1.3970625454260431e+18,08,237.04196166992188,33.9,0.0,0.0,0.0
5889,1.3970625454260431e+18,10,393.5621032714844,41.1,0.0,0.0,0.0
5890,1.3970625454260431e+18,27,591.1724853515625,35.5,0.0,0.0,0.0
5891,1.3970625454260431e+18,28,-462.8824157714844,27.1,0.0,0.0,0.0
5892,1.3970625454260431e+18,32,298.6390686035156,31.5,0.0,0.0,0.0
5911,1.3970625464260431e+18,02,-458.23626708984375,41.1,0.0,0.0,0.0
5912,1.3970625464260431e+18,08,236.437744140625,37.1,0.0,0.0,0.0
5913,1.3970625464260431e+18,10,393.30078125,47.8,0.0,0.0,0.0
5914,1.3970625464260431e+18,21,-296.986083984375,43.3,0.0,0.0,0.0
5915,1.3970625464260431e+18,27,589.4613647460938,40.9,0.0,0.0,0.0
5916,1.3970625464260431e+18,28,-467.1441955566406,42.1,0.0,0.0,0.0
5917,1.3970625464260431e+18,32,298.4057312011719,47.8,0.0,0.0,0.0
5946,1.3970625464260431e+18,08,236.5860748291016,29.3,0.0,0.0,0.0
5947,1.3970625464260431e+18,10,393.2632751464844,41.8,0.0,0.0,0.0
5948,1.3970625464260431e+18,27,589.2564086914062,33.8,0.0,0.0,0.0
5949,1.3970625464260431e+18,28,-465.4532775878906,32.8,0.0,0.0,0.0
5950,1.3970625464260431e+18,32,298.3601379394531,34.8,0.0,0.0,0.0
5968,1.3970625474260431e+18,02,-455.6675720214844,39.0,0.0,0.0,0.0
5969,1.3970625474260431e+18,08,237.9825592041016,37.4,0.0,0.0,0.0
5970,1.3970625474260431e+18,10,393.8680725097656,46.6,0.0,0.0,0.0
5971,1.3970625474260431e+18,21,-294.8262634277344,42.5,0.0,0.0,0.0
5972,1.3970625474260431e+18,27,588.3243408203125,42.4,0.0,0.0,0.0
5973,1.3970625474260431e+18,28,-468.6593017578125,48.1,0.0,0.0,0.0
5974,1.3970625474260431e+18,31,-571.48046875,29.8,0.0,0.0,0.0
5975,1.3970625474260431e+18,32,299.02862548828125,49.5,0.0,0.0,0.0
6005,1.3970625474260431e+18,08,237.9584197998047,30.8,0.0,0.0,0.0
6006,1.3970625474260431e+18,10,393.8814697265625,40.4,0.0,0.0,0.0
6007,1.3970625474260431e+18,27,588.3139038085938,31.2,0.0,0.0,0.0
6008,1.3970625474260431e+18,28,-468.6344604492188,38.3,0.0,0.0,0.0
6009,1.3970625474260431e+18,32,300.51922607421875,35.7,0.0,0.0,0.0
6028,1.3970625484260431e+18,02,-455.29443359375,40.3,0.0,0.0,0.0
6029,1.3970625484260431e+18,08,237.271728515625,38.6,0.0,0.0,0.0
6030,1.3970625484260431e+18,10,392.3293762207031,46.2,0.0,0.0,0.0
6031,1.3970625484260431e+18,21,-294.98699951171875,36.4,0.0,0.0,0.0
6032,1.3970625484260431e+18,27,586.74853515625,44.5,0.0,0.0,0.0
6033,1.3970625484260431e+18,28,-471.1741027832031,48.3,0.0,0.0,0.0
6034,1.3970625484260431e+18,32,297.61895751953125,47.7,0.0,0.0,0.0
6063,1.3970625484260431e+18,03,-448.2297973632813,23.8,0.0,0.0,0.0
6064,1.3970625484260431e+18,08,237.1811981201172,29.2,0.0,0.0,0.0
6065,1.3970625484260431e+18,10,392.3979797363281,40.3,0.0,0.0,0.0
6066,1.3970625484260431e+18,27,587.4144897460938,39.7,0.0,0.0,0.0
6067,1.3970625484260431e+18,28,-471.1142578125,39.2,0.0,0.0,0.0
6068,1.3970625484260431e+18,32,297.93218994140625,32.0,0.0,0.0,0.0
6087,1.3970625494260431e+18,02,-454.2044677734375,40.5,0.0,0.0,0.0
6088,1.3970625494260431e+18,03,-447.0047912597656,35.2,0.0,0.0,0.0
6089,1.3970625494260431e+18,08,238.0742645263672,43.1,0.0,0.0,0.0
6090,1.3970625494260431e+18,10,392.1936340332031,42.0,0.0,0.0,0.0
6091,1.3970625494260431e+18,21,-294.25244140625,37.1,0.0,0.0,0.0
6092,1.3970625494260431e+18,27,587.236572265625,45.7,0.0,0.0,0.0
6093,1.3970625494260431e+18,28,-471.9246215820313,46.2,0.0,0.0,0.0
6094,1.3970625494260431e+18,32,297.61309814453125,47.4,0.0,0.0,0.0
6123,1.3970625494260431e+18,03,-446.3058166503906,29.6,0.0,0.0,0.0
6124,1.3970625494260431e+18,08,237.866455078125,32.4,0.0,0.0,0.0
6125,1.3970625494260431e+18,10,392.1120300292969,37.7,0.0,0.0,0.0
6126,1.3970625494260431e+18,27,587.1927490234375,39.2,0.0,0.0,0.0
6127,1.3970625494260431e+18,28,-471.9573059082031,37.5,0.0,0.0,0.0
6128,1.3970625494260431e+18,32,297.2186584472656,28.9,0.0,0.0,0.0
6148,1.3970625504260431e+18,02,-453.4597778320313,39.0,0.0,0.0,0.0
6149,1.3970625504260431e+18,03,-446.0483703613281,33.8,0.0,0.0,0.0
6150,1.3970625504260431e+18,08,238.82937622070312,44.2,0.0,0.0,0.0
6151,1.3970625504260431e+18,10,392.0660095214844,45.6,0.0,0.0,0.0
6152,1.3970625504260431e+18,21,-293.3876037597656,36.9,0.0,0.0,0.0
6153,1.3970625504260431e+18,27,587.3793334960938,43.8,0.0,0.0,0.0
6154,1.3970625504260431e+18,28,-471.8134460449219,47.8,0.0,0.0,0.0
6155,1.3970625504260431e+18,32,297.97467041015625,48.3,0.0,0.0,0.0
6185,1.3970625504260431e+18,03,-445.7961730957031,31.2,0.0,0.0,0.0
6186,1.3970625504260431e+18,08,238.75164794921875,33.1,0.0,0.0,0.0
6187,1.3970625504260431e+18,10,392.6442260742188,38.5,0.0,0.0,0.0
6188,1.3970625504260431e+18,27,587.6417846679688,37.4,0.0,0.0,0.0
6189,1.3970625504260431e+18,28,-471.8131713867188,38.4,0.0,0.0,0.0
6190,1.3970625504260431e+18,32,297.63916015625,26.1,0.0,0.0,0.0
6208,1.3970625514260431e+18,02,-453.9931335449219,34.2,0.0,0.0,0.0
6209,1.3970625514260431e+18,08,238.90940856933597,43.8,0.0,0.0,0.0
6210,1.3970625514260431e+18,10,392.4955139160156,46.0,0.0,0.0,0.0
6211,1.3970625514260431e+18,21,-293.4205017089844,38.9,0.0,0.0,0.0
6212,1.3970625514260431e+18,27,587.867431640625,47.2,0.0,0.0,0.0
6213,1.3970625514260431e+18,28,-473.115234375,37.7,0.0,0.0,0.0
6214,1.3970625514260431e+18,32,298.1546936035156,48.4,0.0,0.0,0.0
6243,1.3970625514260431e+18,03,-445.7324523925781,25.7,0.0,0.0,0.0
6244,1.3970625514260431e+18,08,239.0555419921875,32.0,0.0,0.0,0.0
6245,1.3970625514260431e+18,10,392.5289001464844,41.2,0.0,0.0,0.0
6246,1.3970625514260431e+18,27,587.8917846679688,41.2,0.0,0.0,0.0
6247,1.3970625514260431e+18,28,-470.9986572265625,28.4,0.0,0.0,0.0
6265,1.3970625524260431e+18,02,-454.215576171875,35.5,0.0,0.0,0.0
6266,1.3970625524260431e+18,03,-447.3233337402344,31.0,0.0,0.0,0.0
6267,1.3970625524260431e+18,08,238.7096099853516,44.0,0.0,0.0,0.0
6268,1.3970625524260431e+18,10,392.5366821289063,45.6,0.0,0.0,0.0
6269,1.3970625524260431e+18,21,-293.8226623535156,40.6,0.0,0.0,0.0
6270,1.3970625524260431e+18,27,587.5619506835938,40.1,0.0,0.0,0.0
6271,1.3970625524260431e+18,28,-471.3193664550781,41.9,0.0,0.0,0.0
6272,1.3970625524260431e+18,32,298.1989440917969,47.2,0.0,0.0,0.0
6301,1.3970625524260431e+18,03,-446.598876953125,28.1,0.0,0.0,0.0
6302,1.3970625524260431e+18,08,239.86508178710935,33.5,0.0,0.0,0.0
6303,1.3970625524260431e+18,10,392.3795166015625,39.4,0.0,0.0,0.0
6304,1.3970625524260431e+18,27,588.79638671875,33.9,0.0,0.0,0.0
6305,1.3970625524260431e+18,28,-471.7989196777344,32.2,0.0,0.0,0.0
6306,1.3970625524260431e+18,32,298.2124938964844,26.9,0.0,0.0,0.0
6326,1.3970625534260431e+18,02,-454.1677551269531,35.4,0.0,0.0,0.0
6327,1.3970625534260431e+18,03,-447.2377014160156,32.3,0.0,0.0,0.0
6328,1.3970625534260431e+18,08,238.6306610107422,43.5,0.0,0.0,0.0
6329,1.3970625534260431e+18,10,393.17718505859375,37.6,0.0,0.0,0.0
6330,1.3970625534260431e+18,21,-294.0322570800781,37.5,0.0,0.0,0.0
6331,1.3970625534260431e+18,27,587.5316772460938,41.1,0.0,0.0,0.0
6332,1.3970625534260431e+18,28,-470.953125,48.9,0.0,0.0,0.0
6333,1.3970625534260431e+18,32,297.980712890625,39.6,0.0,0.0,0.0
6361,1.3970625534260431e+18,03,-446.4459838867188,25.2,0.0,0.0,0.0
6362,1.3970625534260431e+18,08,238.4043731689453,31.3,0.0,0.0,0.0
6363,1.3970625534260431e+18,10,393.6201171875,33.4,0.0,0.0,0.0
6364,1.3970625534260431e+18,27,588.0224609375,36.7,0.0,0.0,0.0
6365,1.3970625534260431e+18,28,-470.9295043945313,39.5,0.0,0.0,0.0
6383,1.3970625544260431e+18,02,-455.4774169921875,31.2,0.0,0.0,0.0
6384,1.3970625544260431e+18,08,239.27133178710935,41.4,0.0,0.0,0.0
6385,1.3970625544260431e+18,10,393.2048034667969,42.5,0.0,0.0,0.0
6386,1.3970625544260431e+18,21,-293.84197998046875,34.1,0.0,0.0,0.0
6387,1.3970625544260431e+18,27,588.6105346679688,45.1,0.0,0.0,0.0
6388,1.3970625544260431e+18,28,-470.1197814941406,46.6,0.0,0.0,0.0
6389,1.3970625544260431e+18,32,298.95135498046875,46.6,0.0,0.0,0.0
6416,1.3970625544260431e+18,08,239.06971740722656,31.7,0.0,0.0,0.0
6417,1.3970625544260431e+18,10,393.0643310546875,35.1,0.0,0.0,0.0
6418,1.3970625544260431e+18,27,588.5508422851562,39.3,0.0,0.0,0.0
6419,1.3970625544260431e+18,28,-470.1509704589844,39.0,0.0,0.0,0.0
6420,1.3970625544260431e+18,32,298.72216796875,27.7,0.0,0.0,0.0
6435,1.3970625554260431e+18,02,-460.7200317382813,31.6,0.0,0.0,0.0
6436,1.3970625554260431e+18,08,239.4019775390625,42.7,0.0,0.0,0.0
6437,1.3970625554260431e+18,10,393.1901245117188,48.0,0.0,0.0,0.0
6438,1.3970625554260431e+18,21,-293.87677001953125,36.5,0.0,0.0,0.0
